Date,Product,Category,Price,Quantity,Revenue
2024-02-20,Maize Flour 1kg,Grains,2119,190,402610
2024-02-20,Garri 2kg,Grains,3277,24,78648
2024-02-20,Tomatoes 1kg,Vegetables,4832,171,826272
2024-02-20,Onions 1kg,Vegetables,2933,163,478079
2024-02-20,Pepper 0.5kg,Vegetables,273,104,28392
2024-02-20,Spinach Bunch,Vegetables,3940,116,457040
2024-02-20,Milk 1L,Dairy,1198,108,129384
2024-02-20,Yoghurt 500ml,Dairy,678,174,117972
2024-02-20,Butter 250g,Dairy,255,140,35700
2024-02-20,Cheese 200g,Dairy,1909,194,370346
2024-02-20,Coke 50cl,Beverages,4874,197,960178
2024-02-20,Pepsi 50cl,Beverages,3874,115,445510
2024-02-20,Malt 33cl,Beverages,1885,71,133835
2024-02-20,Juice 1L,Beverages,2378,151,359078
2024-02-20,Biscuits Pack,Snacks,3604,153,551412
2024-02-20,Chin Chin 500g,Snacks,2422,171,414162
2024-02-20,Plantain Chips 200g,Snacks,3019,190,573610
2024-02-20,Groundnut 500g,Snacks,4107,40,164280
2024-02-20,Chicken 1kg,Proteins,891,154,137214
2024-02-20,Beef 1kg,Proteins,2342,182,426244
2024-02-20,Fish 1kg,Proteins,2796,66,184536
2024-02-20,Eggs Crate,Proteins,531,175,92925
2024-02-20,Detergent 1kg,Household,3444,86,296184
2024-02-20,Soap Bar,Household,4801,119,571319
2024-02-20,Toothpaste 100ml,Household,3582,166,594612
2024-02-20,Tissue Roll Pack,Household,3503,199,697097
2024-02-21,Rice 5kg,Grains,3910,164,641240
2024-02-21,Beans 2kg,Grains,2262,96,217152
2024-02-21,Maize Flour 1kg,Grains,1565,67,104855
2024-02-21,Garri 2kg,Grains,4213,10,42130
2024-02-21,Tomatoes 1kg,Vegetables,3650,51,186150
2024-02-21,Onions 1kg,Vegetables,4091,24,98184
2024-02-21,Pepper 0.5kg,Vegetables,2539,12,30468
2024-02-21,Spinach Bunch,Vegetables,2375,101,239875
2024-02-21,Milk 1L,Dairy,3594,19,68286
2024-02-21,Yoghurt 500ml,Dairy,1450,163,236350
2024-02-21,Butter 250g,Dairy,935,113,105655
2024-02-21,Cheese 200g,Dairy,2617,44,115148
2024-02-21,Coke 50cl,Beverages,2971,117,347607
2024-02-21,Pepsi 50cl,Beverages,2289,72,164808
2024-02-21,Malt 33cl,Beverages,4054,34,137836
2024-02-21,Juice 1L,Beverages,4402,58,255316
2024-02-21,Biscuits Pack,Snacks,824,149,122776
2024-02-21,Chin Chin 500g,Snacks,1434,57,81738
2024-02-21,Plantain Chips 200g,Snacks,3490,197,687530
2024-02-21,Groundnut 500g,Snacks,893,195,174135
2024-02-21,Chicken 1kg,Proteins,2167,146,316382
2024-02-21,Beef 1kg,Proteins,3722,187,696014
2024-02-21,Fish 1kg,Proteins,786,157,123402
2024-02-21,Eggs Crate,Proteins,398,81,32238
2024-02-21,Detergent 1kg,Household,1130,61,68930
2024-02-21,Soap Bar,Household,203,39,7917
2024-02-21,Toothpaste 100ml,Household,3403,78,265434
2024-02-21,Tissue Roll Pack,Household,2366,195,461370
2024-02-22,Rice 5kg,Grains,3582,92,329544
2024-02-22,Beans 2kg,Grains,4952,98,485296
2024-02-22,Maize Flour 1kg,Grains,3626,52,188552
2024-02-22,Garri 2kg,Grains,4360,173,754280
2024-02-22,Tomatoes 1kg,Vegetables,671,144,96624
2024-02-22,Onions 1kg,Vegetables,3181,63,200403
2024-02-22,Pepper 0.5kg,Vegetables,441,37,16317
2024-02-22,Spinach Bunch,Vegetables,1017,175,177975
2024-02-22,Milk 1L,Dairy,448,184,82432
2024-02-22,Yoghurt 500ml,Dairy,1464,12,17568
2024-02-22,Butter 250g,Dairy,253,44,11132
2024-02-22,Cheese 200g,Dairy,1758,128,225024
2024-02-22,Coke 50cl,Beverages,4568,123,561864
2024-02-22,Pepsi 50cl,Beverages,739,10,7390
2024-02-22,Malt 33cl,Beverages,2994,53,158682
2024-02-22,Juice 1L,Beverages,905,25,22625
2024-02-22,Biscuits Pack,Snacks,677,195,132015
2024-02-22,Chin Chin 500g,Snacks,2604,62,161448
2024-02-22,Plantain Chips 200g,Snacks,3956,191,755596
2024-02-22,Groundnut 500g,Snacks,1044,47,49068
2024-02-22,Chicken 1kg,Proteins,610,78,47580
2024-02-22,Beef 1kg,Proteins,3272,107,350104
2024-02-22,Fish 1kg,Proteins,564,22,12408
2024-02-22,Eggs Crate,Proteins,3260,72,234720
2024-02-22,Detergent 1kg,Household,1745,132,230340
2024-02-22,Soap Bar,Household,4834,102,493068
2024-02-22,Toothpaste 100ml,Household,2429,98,238042
2024-02-22,Tissue Roll Pack,Household,1206,76,91656
2024-02-23,Rice 5kg,Grains,891,150,133650
2024-02-23,Beans 2kg,Grains,2850,131,373350
2024-02-23,Maize Flour 1kg,Grains,2360,69,162840
2024-02-23,Garri 2kg,Grains,4551,176,800976
2024-02-23,Tomatoes 1kg,Vegetables,2417,184,444728
2024-02-23,Onions 1kg,Vegetables,4187,120,502440
2024-02-23,Pepper 0.5kg,Vegetables,2206,86,189716
2024-02-23,Spinach Bunch,Vegetables,4452,44,195888
2024-02-23,Milk 1L,Dairy,2065,133,274645
2024-02-23,Yoghurt 500ml,Dairy,2940,29,85260
2024-02-23,Butter 250g,Dairy,1991,150,298650
2024-02-23,Cheese 200g,Dairy,4692,194,910248
2024-02-23,Coke 50cl,Beverages,3807,157,597699
2024-02-23,Pepsi 50cl,Beverages,1708,187,319396
2024-02-23,Malt 33cl,Beverages,4079,41,167239
2024-02-23,Juice 1L,Beverages,4967,140,695380
2024-02-23,Biscuits Pack,Snacks,3361,55,184855
2024-02-23,Chin Chin 500g,Snacks,1622,12,19464
2024-02-23,Plantain Chips 200g,Snacks,689,16,11024
2024-02-23,Groundnut 500g,Snacks,3838,135,518130
2024-02-23,Chicken 1kg,Proteins,4637,169,783653
2024-02-23,Beef 1kg,Proteins,4015,173,694595
2024-02-23,Fish 1kg,Proteins,1121,91,102011
2024-02-23,Eggs Crate,Proteins,4470,79,353130
2024-02-23,Detergent 1kg,Household,4547,17,77299
2024-02-23,Soap Bar,Household,2166,89,192774
2024-02-23,Toothpaste 100ml,Household,1511,41,61951
2024-02-23,Tissue Roll Pack,Household,1768,93,164424
2024-02-24,Rice 5kg,Grains,1353,155,209715
2024-02-24,Beans 2kg,Grains,596,59,35164
2024-02-24,Maize Flour 1kg,Grains,2189,102,223278
2024-02-24,Garri 2kg,Grains,4613,158,728854
2024-02-24,Tomatoes 1kg,Vegetables,1165,142,165430
2024-02-24,Onions 1kg,Vegetables,3966,130,515580
2024-02-24,Pepper 0.5kg,Vegetables,3471,76,263796
2024-02-24,Spinach Bunch,Vegetables,2870,142,407540
2024-02-24,Milk 1L,Dairy,4146,49,203154
2024-02-24,Yoghurt 500ml,Dairy,1685,59,99415
2024-02-24,Butter 250g,Dairy,2633,153,402849
2024-02-24,Cheese 200g,Dairy,1417,169,239473
2024-02-24,Coke 50cl,Beverages,2302,100,230200
2024-02-24,Pepsi 50cl,Beverages,1698,47,79806
2024-02-24,Malt 33cl,Beverages,3584,81,290304
2024-02-24,Juice 1L,Beverages,1965,93,182745
2024-02-24,Biscuits Pack,Snacks,1295,82,106190
2024-02-24,Chin Chin 500g,Snacks,399,120,47880
2024-02-24,Plantain Chips 200g,Snacks,4463,80,357040
2024-02-24,Groundnut 500g,Snacks,2931,38,111378
2024-02-24,Chicken 1kg,Proteins,526,59,31034
2024-02-24,Beef 1kg,Proteins,901,51,45951
2024-02-24,Fish 1kg,Proteins,638,185,118030
2024-02-24,Eggs Crate,Proteins,3817,122,465674
2024-02-24,Detergent 1kg,Household,2326,48,111648
2024-02-24,Soap Bar,Household,4112,36,148032
2024-02-24,Toothpaste 100ml,Household,4568,137,625816
2024-02-24,Tissue Roll Pack,Household,4738,25,118450
2024-02-25,Rice 5kg,Grains,3807,194,738558
2024-02-25,Beans 2kg,Grains,3719,130,483470
2024-02-25,Maize Flour 1kg,Grains,1988,195,387660
2024-02-25,Garri 2kg,Grains,2317,69,159873
2024-02-25,Tomatoes 1kg,Vegetables,4326,81,350406
2024-02-25,Onions 1kg,Vegetables,2022,69,139518
2024-02-25,Pepper 0.5kg,Vegetables,2233,200,446600
2024-02-25,Spinach Bunch,Vegetables,3730,32,119360
2024-02-25,Milk 1L,Dairy,376,69,25944
2024-02-25,Yoghurt 500ml,Dairy,4551,104,473304
2024-02-25,Butter 250g,Dairy,4300,98,421400
2024-02-25,Cheese 200g,Dairy,667,146,97382
2024-02-25,Coke 50cl,Beverages,3842,78,299676
2024-02-25,Pepsi 50cl,Beverages,2560,85,217600
2024-02-25,Malt 33cl,Beverages,4791,32,153312
2024-02-25,Juice 1L,Beverages,4478,93,416454
2024-02-25,Biscuits Pack,Snacks,1234,144,177696
2024-02-25,Chin Chin 500g,Snacks,2026,28,56728
2024-02-25,Plantain Chips 200g,Snacks,3263,77,251251
2024-02-25,Groundnut 500g,Snacks,968,166,160688
2024-02-25,Chicken 1kg,Proteins,2900,197,571300
2024-02-25,Beef 1kg,Proteins,2792,169,471848
2024-02-25,Fish 1kg,Proteins,3687,77,283899
2024-02-25,Eggs Crate,Proteins,4166,133,554078
2024-02-25,Detergent 1kg,Household,2263,104,235352
2024-02-25,Soap Bar,Household,4184,140,585760
2024-02-25,Toothpaste 100ml,Household,294,157,46158
2024-02-25,Tissue Roll Pack,Household,259,90,23310
2024-02-26,Rice 5kg,Grains,1488,27,40176
2024-02-26,Beans 2kg,Grains,1834,102,187068
2024-02-26,Maize Flour 1kg,Grains,711,174,123714
2024-02-26,Garri 2kg,Grains,1975,58,114550
2024-02-26,Tomatoes 1kg,Vegetables,4351,116,504716
2024-02-26,Onions 1kg,Vegetables,1048,51,53448
2024-02-26,Pepper 0.5kg,Vegetables,3959,164,649276
2024-02-26,Spinach Bunch,Vegetables,3734,185,690790
2024-02-26,Milk 1L,Dairy,365,112,40880
2024-02-26,Yoghurt 500ml,Dairy,1452,155,225060
2024-02-26,Butter 250g,Dairy,3995,67,267665
2024-02-26,Cheese 200g,Dairy,3096,133,411768
2024-02-26,Coke 50cl,Beverages,4929,71,349959
2024-02-26,Pepsi 50cl,Beverages,3586,95,340670
2024-02-26,Malt 33cl,Beverages,3728,10,37280
2024-02-26,Juice 1L,Beverages,4196,157,658772
2024-02-26,Biscuits Pack,Snacks,876,188,164688
2024-02-26,Chin Chin 500g,Snacks,3937,133,523621
2024-02-26,Plantain Chips 200g,Snacks,1305,126,164430
2024-02-26,Groundnut 500g,Snacks,3893,29,112897
2024-02-26,Chicken 1kg,Proteins,3155,144,454320
2024-02-26,Beef 1kg,Proteins,2843,195,554385
2024-02-26,Fish 1kg,Proteins,1217,94,114398
2024-02-26,Eggs Crate,Proteins,3420,115,393300
2024-02-26,Detergent 1kg,Household,2826,134,378684
2024-02-26,Soap Bar,Household,4508,90,405720
2024-02-26,Toothpaste 100ml,Household,4730,138,652740
2024-02-26,Tissue Roll Pack,Household,4985,25,124625
2024-02-27,Rice 5kg,Grains,3701,36,133236
2024-02-27,Beans 2kg,Grains,1678,34,57052
2024-02-27,Maize Flour 1kg,Grains,293,66,19338
2024-02-27,Garri 2kg,Grains,3432,35,120120
2024-02-27,Tomatoes 1kg,Vegetables,2926,85,248710
2024-02-27,Onions 1kg,Vegetables,2349,142,333558
2024-02-27,Pepper 0.5kg,Vegetables,1797,109,195873
2024-02-27,Spinach Bunch,Vegetables,3269,90,294210
2024-02-27,Milk 1L,Dairy,780,64,49920
2024-02-27,Yoghurt 500ml,Dairy,3393,131,444483
2024-02-27,Butter 250g,Dairy,2065,117,241605
2024-02-27,Cheese 200g,Dairy,4702,40,188080
2024-02-27,Coke 50cl,Beverages,4823,96,463008
2024-02-27,Pepsi 50cl,Beverages,4240,25,106000
2024-02-27,Malt 33cl,Beverages,1588,128,203264
2024-02-27,Juice 1L,Beverages,1322,38,50236
2024-02-27,Biscuits Pack,Snacks,2670,67,178890
2024-02-27,Chin Chin 500g,Snacks,1814,131,237634
2024-02-27,Plantain Chips 200g,Snacks,516,154,79464
2024-02-27,Groundnut 500g,Snacks,1811,37,67007
2024-02-27,Chicken 1kg,Proteins,2341,155,362855
2024-02-27,Beef 1kg,Proteins,1723,56,96488
2024-02-27,Fish 1kg,Proteins,3220,68,218960
2024-02-27,Eggs Crate,Proteins,4455,135,601425
2024-02-27,Detergent 1kg,Household,1377,140,192780
2024-02-27,Soap Bar,Household,4533,197,893001
2024-02-27,Toothpaste 100ml,Household,239,68,16252
2024-02-27,Tissue Roll Pack,Household,3755,93,349215
2024-02-28,Rice 5kg,Grains,789,187,147543
2024-02-28,Beans 2kg,Grains,1737,18,31266
2024-02-28,Maize Flour 1kg,Grains,3774,27,101898
2024-02-28,Garri 2kg,Grains,4830,169,816270
2024-02-28,Tomatoes 1kg,Vegetables,1324,68,90032
2024-02-28,Onions 1kg,Vegetables,425,41,17425
2024-02-28,Pepper 0.5kg,Vegetables,4456,200,891200
2024-02-28,Spinach Bunch,Vegetables,1907,22,41954
2024-02-28,Milk 1L,Dairy,4459,12,53508
2024-02-28,Yoghurt 500ml,Dairy,4471,137,612527
2024-02-28,Butter 250g,Dairy,4111,188,772868
2024-02-28,Cheese 200g,Dairy,3707,141,522687
2024-02-28,Coke 50cl,Beverages,3456,95,328320
2024-02-28,Pepsi 50cl,Beverages,4943,142,701906
2024-02-28,Malt 33cl,Beverages,2572,168,432096
2024-02-28,Juice 1L,Beverages,630,22,13860
2024-02-28,Biscuits Pack,Snacks,3781,195,737295
2024-02-28,Chin Chin 500g,Snacks,1471,69,101499
2024-02-28,Plantain Chips 200g,Snacks,4873,52,253396
2024-02-28,Groundnut 500g,Snacks,4152,164,680928
2024-02-28,Chicken 1kg,Proteins,751,126,94626
2024-02-28,Beef 1kg,Proteins,1048,34,35632
2024-02-28,Fish 1kg,Proteins,3419,188,642772
2024-02-28,Eggs Crate,Proteins,4589,159,729651
2024-02-28,Detergent 1kg,Household,2236,51,114036
2024-02-28,Soap Bar,Household,1503,174,261522
2024-02-28,Toothpaste 100ml,Household,811,161,130571
2024-02-28,Tissue Roll Pack,Household,3908,157,613556
2024-02-29,Rice 5kg,Grains,390,116,45240
2024-02-29,Beans 2kg,Grains,351,159,55809
2024-02-29,Maize Flour 1kg,Grains,1660,28,46480
2024-02-29,Garri 2kg,Grains,4431,169,748839
2024-02-29,Tomatoes 1kg,Vegetables,2844,102,290088
2024-02-29,Onions 1kg,Vegetables,2712,27,73224
2024-02-29,Pepper 0.5kg,Vegetables,3632,16,58112
2024-02-29,Spinach Bunch,Vegetables,905,47,42535
2024-02-29,Milk 1L,Dairy,2177,55,119735
2024-02-29,Yoghurt 500ml,Dairy,2880,178,512640
2024-02-29,Butter 250g,Dairy,513,95,48735
2024-02-29,Cheese 200g,Dairy,298,192,57216
2024-02-29,Coke 50cl,Beverages,3355,123,412665
2024-02-29,Pepsi 50cl,Beverages,3798,40,151920
2024-02-29,Malt 33cl,Beverages,4714,182,857948
2024-02-29,Juice 1L,Beverages,676,91,61516
2024-02-29,Biscuits Pack,Snacks,3247,48,155856
2024-02-29,Chin Chin 500g,Snacks,915,48,43920
2024-02-29,Plantain Chips 200g,Snacks,4766,73,347918
2024-02-29,Groundnut 500g,Snacks,2731,175,477925
2024-02-29,Chicken 1kg,Proteins,238,14,3332
2024-02-29,Beef 1kg,Proteins,3043,109,331687
2024-02-29,Fish 1kg,Proteins,4221,154,650034
2024-02-29,Eggs Crate,Proteins,2855,45,128475
2024-02-29,Detergent 1kg,Household,3863,45,173835
2024-02-29,Soap Bar,Household,221,33,7293
2024-02-29,Toothpaste 100ml,Household,3578,198,708444
2024-02-29,Tissue Roll Pack,Household,3505,69,241845
2024-03-01,Rice 5kg,Grains,3761,200,752200
2024-03-01,Beans 2kg,Grains,803,65,52195
2024-03-01,Maize Flour 1kg,Grains,267,110,29370
2024-03-01,Garri 2kg,Grains,4888,33,161304
2024-03-01,Tomatoes 1kg,Vegetables,3735,43,160605
2024-03-01,Onions 1kg,Vegetables,1534,172,263848
2024-03-01,Pepper 0.5kg,Vegetables,4853,83,402799
2024-03-01,Spinach Bunch,Vegetables,2436,98,238728
2024-03-01,Milk 1L,Dairy,2734,159,434706
2024-03-01,Yoghurt 500ml,Dairy,565,41,23165
2024-03-01,Butter 250g,Dairy,3005,34,102170
2024-03-01,Cheese 200g,Dairy,606,16,9696
2024-03-01,Coke 50cl,Beverages,2995,159,476205
2024-03-01,Pepsi 50cl,Beverages,2780,70,194600
2024-03-01,Malt 33cl,Beverages,562,50,28100
2024-03-01,Juice 1L,Beverages,3268,13,42484
2024-03-01,Biscuits Pack,Snacks,1175,67,78725
2024-03-01,Chin Chin 500g,Snacks,4651,90,418590
2024-03-01,Plantain Chips 200g,Snacks,2627,140,367780
2024-03-01,Groundnut 500g,Snacks,4752,55,261360
2024-03-01,Chicken 1kg,Proteins,1254,98,122892
2024-03-01,Beef 1kg,Proteins,4648,200,929600
2024-03-01,Fish 1kg,Proteins,2027,105,212835
2024-03-01,Eggs Crate,Proteins,2990,177,529230
2024-03-01,Detergent 1kg,Household,691,117,80847
2024-03-01,Soap Bar,Household,2810,133,373730
2024-03-01,Toothpaste 100ml,Household,2675,60,160500
2024-03-01,Tissue Roll Pack,Household,1018,87,88566
2024-03-02,Rice 5kg,Grains,4876,44,214544
2024-03-02,Beans 2kg,Grains,754,19,14326
2024-03-02,Maize Flour 1kg,Grains,4083,102,416466
2024-03-02,Garri 2kg,Grains,1092,40,43680
2024-03-02,Tomatoes 1kg,Vegetables,4442,53,235426
2024-03-02,Onions 1kg,Vegetables,558,77,42966
2024-03-02,Pepper 0.5kg,Vegetables,1862,64,119168
2024-03-02,Spinach Bunch,Vegetables,330,167,55110
2024-03-02,Milk 1L,Dairy,2261,12,27132
2024-03-02,Yoghurt 500ml,Dairy,1317,120,158040
2024-03-02,Butter 250g,Dairy,845,191,161395
2024-03-02,Cheese 200g,Dairy,2868,65,186420
2024-03-02,Coke 50cl,Beverages,2365,116,274340
2024-03-02,Pepsi 50cl,Beverages,1109,120,133080
2024-03-02,Malt 33cl,Beverages,2579,45,116055
2024-03-02,Juice 1L,Beverages,216,56,12096
2024-03-02,Biscuits Pack,Snacks,1553,28,43484
2024-03-02,Chin Chin 500g,Snacks,2925,49,143325
2024-03-02,Plantain Chips 200g,Snacks,4539,20,90780
2024-03-02,Groundnut 500g,Snacks,1339,113,151307
2024-03-02,Chicken 1kg,Proteins,3464,165,571560
2024-03-02,Beef 1kg,Proteins,3702,172,636744
2024-03-02,Fish 1kg,Proteins,3649,170,620330
2024-03-02,Eggs Crate,Proteins,4869,114,555066
2024-03-02,Detergent 1kg,Household,2314,137,317018
2024-03-02,Soap Bar,Household,3605,78,281190
2024-03-02,Toothpaste 100ml,Household,2975,126,374850
2024-03-02,Tissue Roll Pack,Household,1059,161,170499
2024-03-03,Rice 5kg,Grains,3561,79,281319
2024-03-03,Beans 2kg,Grains,2296,164,376544
2024-03-03,Maize Flour 1kg,Grains,3442,172,592024
2024-03-03,Garri 2kg,Grains,1732,73,126436
2024-03-03,Tomatoes 1kg,Vegetables,624,95,59280
2024-03-03,Onions 1kg,Vegetables,2337,65,151905
2024-03-03,Pepper 0.5kg,Vegetables,492,128,62976
2024-03-03,Spinach Bunch,Vegetables,357,109,38913
2024-03-03,Milk 1L,Dairy,4276,42,179592
2024-03-03,Yoghurt 500ml,Dairy,2099,105,220395
2024-03-03,Butter 250g,Dairy,1387,52,72124
2024-03-03,Cheese 200g,Dairy,963,159,153117
2024-03-03,Coke 50cl,Beverages,2824,115,324760
2024-03-03,Pepsi 50cl,Beverages,2384,193,460112
2024-03-03,Malt 33cl,Beverages,2253,77,173481
2024-03-03,Juice 1L,Beverages,2927,155,453685
2024-03-03,Biscuits Pack,Snacks,406,56,22736
2024-03-03,Chin Chin 500g,Snacks,1202,143,171886
2024-03-03,Plantain Chips 200g,Snacks,1715,151,258965
2024-03-03,Groundnut 500g,Snacks,770,59,45430
2024-03-03,Chicken 1kg,Proteins,4269,132,563508
2024-03-03,Beef 1kg,Proteins,3732,33,123156
2024-03-03,Fish 1kg,Proteins,3785,73,276305
2024-03-03,Eggs Crate,Proteins,2816,181,509696
2024-03-03,Detergent 1kg,Household,2286,52,118872
2024-03-03,Soap Bar,Household,4175,169,705575
2024-03-03,Toothpaste 100ml,Household,2805,138,387090
2024-03-03,Tissue Roll Pack,Household,3380,99,334620
2024-03-04,Rice 5kg,Grains,929,117,108693
2024-03-04,Beans 2kg,Grains,233,145,33785
2024-03-04,Maize Flour 1kg,Grains,344,185,63640
2024-03-04,Garri 2kg,Grains,3495,65,227175
2024-03-04,Tomatoes 1kg,Vegetables,3487,171,596277
2024-03-04,Onions 1kg,Vegetables,1240,143,177320
2024-03-04,Pepper 0.5kg,Vegetables,4074,126,513324
2024-03-04,Spinach Bunch,Vegetables,2589,72,186408
2024-03-04,Milk 1L,Dairy,4314,21,90594
2024-03-04,Yoghurt 500ml,Dairy,4939,94,464266
2024-03-04,Butter 250g,Dairy,3634,73,265282
2024-03-04,Cheese 200g,Dairy,3459,139,480801
2024-03-04,Coke 50cl,Beverages,3286,35,115010
2024-03-04,Pepsi 50cl,Beverages,481,122,58682
2024-03-04,Malt 33cl,Beverages,4088,103,421064
2024-03-04,Juice 1L,Beverages,4445,160,711200
2024-03-04,Biscuits Pack,Snacks,2579,44,113476
2024-03-04,Chin Chin 500g,Snacks,2560,56,143360
2024-03-04,Plantain Chips 200g,Snacks,1763,72,126936
2024-03-04,Groundnut 500g,Snacks,1180,156,184080
2024-03-04,Chicken 1kg,Proteins,4461,81,361341
2024-03-04,Beef 1kg,Proteins,3143,31,97433
2024-03-04,Fish 1kg,Proteins,3690,126,464940
2024-03-04,Eggs Crate,Proteins,2784,72,200448
2024-03-04,Detergent 1kg,Household,310,187,57970
2024-03-04,Soap Bar,Household,1832,139,254648
2024-03-04,Toothpaste 100ml,Household,2164,101,218564
2024-03-04,Tissue Roll Pack,Household,4803,191,917373
2024-03-05,Rice 5kg,Grains,3866,58,224228
2024-03-05,Beans 2kg,Grains,723,121,87483
2024-03-05,Maize Flour 1kg,Grains,4648,182,845936
2024-03-05,Garri 2kg,Grains,693,73,50589
2024-03-05,Tomatoes 1kg,Vegetables,4202,89,373978
2024-03-05,Onions 1kg,Vegetables,1575,138,217350
2024-03-05,Pepper 0.5kg,Vegetables,4616,113,521608
2024-03-05,Spinach Bunch,Vegetables,1293,55,71115
2024-03-05,Milk 1L,Dairy,3010,52,156520
2024-03-05,Yoghurt 500ml,Dairy,2536,42,106512
2024-03-05,Butter 250g,Dairy,3555,137,487035
2024-03-05,Cheese 200g,Dairy,633,108,68364
2024-03-05,Coke 50cl,Beverages,2265,46,104190
2024-03-05,Pepsi 50cl,Beverages,436,184,80224
2024-03-05,Malt 33cl,Beverages,1568,19,29792
2024-03-05,Juice 1L,Beverages,4427,59,261193
2024-03-05,Biscuits Pack,Snacks,4079,46,187634
2024-03-05,Chin Chin 500g,Snacks,4285,66,282810
2024-03-05,Plantain Chips 200g,Snacks,3632,55,199760
2024-03-05,Groundnut 500g,Snacks,1772,29,51388
2024-03-05,Chicken 1kg,Proteins,1191,112,133392
2024-03-05,Beef 1kg,Proteins,517,16,8272
2024-03-05,Fish 1kg,Proteins,3357,85,285345
2024-03-05,Eggs Crate,Proteins,4556,62,282472
2024-03-05,Detergent 1kg,Household,4221,50,211050
2024-03-05,Soap Bar,Household,1999,111,221889
2024-03-05,Toothpaste 100ml,Household,2687,106,284822
2024-03-05,Tissue Roll Pack,Household,453,100,45300
2024-03-06,Rice 5kg,Grains,2111,176,371536
2024-03-06,Beans 2kg,Grains,2253,73,164469
2024-03-06,Maize Flour 1kg,Grains,4147,40,165880
2024-03-06,Garri 2kg,Grains,562,132,74184
2024-03-06,Tomatoes 1kg,Vegetables,1751,190,332690
2024-03-06,Onions 1kg,Vegetables,3577,16,57232
2024-03-06,Pepper 0.5kg,Vegetables,3354,134,449436
2024-03-06,Spinach Bunch,Vegetables,3439,182,625898
2024-03-06,Milk 1L,Dairy,1125,92,103500
2024-03-06,Yoghurt 500ml,Dairy,3773,113,426349
2024-03-06,Butter 250g,Dairy,2471,112,276752
2024-03-06,Cheese 200g,Dairy,3086,167,515362
2024-03-06,Coke 50cl,Beverages,3891,183,712053
2024-03-06,Pepsi 50cl,Beverages,4137,162,670194
2024-03-06,Malt 33cl,Beverages,4566,124,566184
2024-03-06,Juice 1L,Beverages,4853,40,194120
2024-03-06,Biscuits Pack,Snacks,3600,128,460800
2024-03-06,Chin Chin 500g,Snacks,2835,146,413910
2024-03-06,Plantain Chips 200g,Snacks,2066,38,78508
2024-03-06,Groundnut 500g,Snacks,4272,99,422928
2024-03-06,Chicken 1kg,Proteins,2845,119,338555
2024-03-06,Beef 1kg,Proteins,729,61,44469
2024-03-06,Fish 1kg,Proteins,4079,78,318162
2024-03-06,Eggs Crate,Proteins,4549,23,104627
2024-03-06,Detergent 1kg,Household,2596,182,472472
2024-03-06,Soap Bar,Household,4606,78,359268
2024-03-06,Toothpaste 100ml,Household,3784,37,140008
2024-03-06,Tissue Roll Pack,Household,3725,137,510325
2024-03-07,Rice 5kg,Grains,1606,71,114026
2024-03-07,Beans 2kg,Grains,1368,148,202464
2024-03-07,Maize Flour 1kg,Grains,3485,37,128945
2024-03-07,Garri 2kg,Grains,3784,141,533544
2024-03-07,Tomatoes 1kg,Vegetables,3772,129,486588
2024-03-07,Onions 1kg,Vegetables,2368,172,407296
2024-03-07,Pepper 0.5kg,Vegetables,3527,109,384443
2024-03-07,Spinach Bunch,Vegetables,3828,96,367488
2024-03-07,Milk 1L,Dairy,1426,41,58466
2024-03-07,Yoghurt 500ml,Dairy,2031,34,69054
2024-03-07,Butter 250g,Dairy,4042,156,630552
2024-03-07,Cheese 200g,Dairy,4104,125,513000
2024-03-07,Coke 50cl,Beverages,2442,171,417582
2024-03-07,Pepsi 50cl,Beverages,1586,184,291824
2024-03-07,Malt 33cl,Beverages,3629,20,72580
2024-03-07,Juice 1L,Beverages,1820,29,52780
2024-03-07,Biscuits Pack,Snacks,2996,67,200732
2024-03-07,Chin Chin 500g,Snacks,2642,77,203434
2024-03-07,Plantain Chips 200g,Snacks,2724,44,119856
2024-03-07,Groundnut 500g,Snacks,1747,187,326689
2024-03-07,Chicken 1kg,Proteins,3684,37,136308
2024-03-07,Beef 1kg,Proteins,2330,172,400760
2024-03-07,Fish 1kg,Proteins,1769,19,33611
2024-03-07,Eggs Crate,Proteins,2420,167,404140
2024-03-07,Detergent 1kg,Household,1190,121,143990
2024-03-07,Soap Bar,Household,2332,142,331144
2024-03-07,Toothpaste 100ml,Household,3084,175,539700
2024-03-07,Tissue Roll Pack,Household,528,123,64944
2024-03-08,Rice 5kg,Grains,1373,181,248513
2024-03-08,Beans 2kg,Grains,2708,38,102904
2024-03-08,Maize Flour 1kg,Grains,4496,135,606960
2024-03-08,Garri 2kg,Grains,1755,31,54405
2024-03-08,Tomatoes 1kg,Vegetables,2163,14,30282
2024-03-08,Onions 1kg,Vegetables,4909,90,441810
2024-03-08,Pepper 0.5kg,Vegetables,4800,96,460800
2024-03-08,Spinach Bunch,Vegetables,4364,91,397124
2024-03-08,Milk 1L,Dairy,1352,140,189280
2024-03-08,Yoghurt 500ml,Dairy,219,27,5913
2024-03-08,Butter 250g,Dairy,2295,158,362610
2024-03-08,Cheese 200g,Dairy,2915,178,518870
2024-03-08,Coke 50cl,Beverages,580,105,60900
2024-03-08,Pepsi 50cl,Beverages,2271,31,70401
2024-03-08,Malt 33cl,Beverages,4318,101,436118
2024-03-08,Juice 1L,Beverages,3023,164,495772
